path;total_conversions;total_conversion_value;total_null
Price_comparison > Price_comparison > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
Price_comparison > Price_comparison > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
Price_comparison > Price_comparison > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
Price_comparison > Price_comparison > Display > Newsletter;0;0;1
Price_comparison > Price_comparison > Display > Price_comparison;0;0;1
Price_comparison > Price_comparison > Newsletter;0;0;2
Price_comparison > Price_comparison > Other;0;0;2
Price_comparison > Price_comparison > Price_comparison;3;222.6424922;252
Price_comparison > Price_comparison > Price_comparison > Display;0;0;1
Price_comparison > Price_comparison > Price_comparison > Display > Display > Display;0;0;1
Price_comparison > Price_comparison > Price_comparison > Display > Display > Display > Display;0;0;3
Price_comparison > Price_comparison > Price_comparison > Display > Display > Display > Display > Display > Display > Display;0;0;2
Price_comparison > Price_comparison > Price_comparison > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
Price_comparison > Price_comparison > Price_comparison > Price_comparison;1;38.47637345;63
Price_comparison > Price_comparison > Price_comparison > Price_comparison > Price_comparison;0;0;17
Price_comparison > Price_comparison > Price_comparison > Price_comparison > Price_comparison > Price_comparison;0;0;4
Price_comparison > Price_comparison > Price_comparison > Price_comparison > Price_comparison > Price_comparison > Price_comparison;0;0;1
Price_comparison > Price_comparison > Price_comparison > Price_comparison > SEA;0;0;2
Price_comparison > Price_comparison > Price_comparison > Price_comparison > SEA > Display > Display > Display > Display;0;0;1
Price_comparison > Price_comparison > Price_comparison > Retargeting;0;0;1
Price_comparison > Price_comparison > Price_comparison > SEA;0;0;5
Price_comparison > Price_comparison > Price_comparison > SEA > SEA;0;0;2
Price_comparison > Price_comparison > Price_comparison > SEA > SEA > SEA;0;0;1
Price_comparison > Price_comparison > Price_comparison > SEA > SEA > SEA > SEA > SEA;0;0;1
Price_comparison > Price_comparison > Price_comparison > SEA > SEO > SEO > SEO > SEA;0;0;1
Price_comparison > Price_comparison > Retargeting;0;0;1
Price_comparison > Price_comparison > Retargeting > Other;0;0;1
Price_comparison > Price_comparison > Retargeting > Retargeting > Retargeting;0;0;1
Price_comparison > Price_comparison > SEA;0;0;25
Price_comparison > Price_comparison > SEA > Other;0;0;1
Price_comparison > Price_comparison > SEA > SEA;0;0;10
Price_comparison > Price_comparison > SEA > SEA > SEA > SEA;0;0;1
Price_comparison > Price_comparison > SEA > SEA > SEO;0;0;1
Price_comparison > Price_comparison > SEA > SEA > SEO > SEO > SEO;0;0;1
Price_comparison > Price_comparison > SEA > SEO;0;0;1
Price_comparison > Price_comparison > SEO;0;0;7
Price_comparison > Price_comparison > SEO > SEO;0;0;2
Price_comparison > Price_comparison > SEO > SEO > SEA;0;0;1
Price_comparison > Retargeting;0;0;17
Price_comparison > Retargeting > Display > Display;0;0;1
Price_comparison > Retargeting > Display > Display > Display > Display;0;0;1
Price_comparison > Retargeting > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
Price_comparison > Retargeting > Other;0;0;1
Price_comparison > Retargeting > Retargeting;0;0;5
Price_comparison > Retargeting > Retargeting > Retargeting > Retargeting;0;0;1
Price_comparison > SEA;1;63.94126859;121
Price_comparison > SEA > Display > Display;0;0;1
Price_comparison > SEA > Display > Display > Display > Display;0;0;4
Price_comparison > SEA > Display > Display > Display > Display > Display;0;0;1
Price_comparison > SEA > Display > Display > Display > Display > Display > Display;0;0;1
Price_comparison > SEA > Display > Display > Display > Newsletter > Newsletter;0;0;1
Price_comparison > SEA > Other > Price_comparison;0;0;1
Price_comparison > SEA > Retargeting > Retargeting;0;0;1
Price_comparison > SEA > SEA;0;0;27
Price_comparison > SEA > SEA > SEA;1;76.29823339;5
Price_comparison > SEA > SEA > SEA > Display > Display > Display;0;0;1
Price_comparison > SEA > SEA > SEA > SEA;0;0;1
Price_comparison > SEA > SEA > SEA > SEO > SEO;0;0;1
Price_comparison > SEA > SEA > SEO;0;0;1
Price_comparison > SEA > SEA > SEO > SEO;0;0;2
Price_comparison > SEA > SEO;0;0;5
Price_comparison > SEA > SEO > Affiliate;0;0;1
Price_comparison > SEA > SEO > SEO;0;0;2
Price_comparison > SEA > SEO > SEO > SEA;0;0;1
Price_comparison > SEO;0;0;22
Price_comparison > SEO > Display > Newsletter;0;0;1
Price_comparison > SEO > SEA > SEA;0;0;1
Price_comparison > SEO > SEO;0;0;3
Price_comparison > SEO > SEO > SEA;0;0;1
Price_comparison > SEO > SEO > SEO > SEO;0;0;2
Retargeting;7;500.1431911;278
Retargeting > Display;0;0;6
Retargeting > Display > Display;0;0;2
Retargeting > Display > Display > Display;0;0;1
Retargeting > Display > Display > Display > Display;0;0;4
Retargeting > Display > Display > Display > Display > Display;0;0;4
Retargeting > Display > Display > Display > Display > Display > Display;0;0;2
Retargeting > Display > Display > Display > Display > Display > Display > Display;0;0;1
Retargeting > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
Retargeting > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
Retargeting > Display > Newsletter;0;0;2
Retargeting > Newsletter;0;0;2
Retargeting > Other;0;0;14
Retargeting > Other > Display > Display > Display;0;0;1
Retargeting > Other > Display > Display > Display > Display > Newsletter;0;0;1
Retargeting > Other > Other;1;57.17877662;5
Retargeting > Other > Other > Other;0;0;3
Retargeting > Other > SEA;0;0;1
Retargeting > Price_comparison;0;0;3
Retargeting > Price_comparison > Price_comparison;0;0;1
Retargeting > Retargeting;0;0;76
Retargeting > Retargeting > Affiliate;0;0;1
Retargeting > Retargeting > Display;0;0;3
Retargeting > Retargeting > Display > Display;0;0;2
Retargeting > Retargeting > Display > Display > Display;0;0;1
Retargeting > Retargeting > Newsletter > Newsletter > Newsletter;0;0;1
Retargeting > Retargeting > Other;0;0;3
Retargeting > Retargeting > Other > Newsletter;0;0;1
Retargeting > Retargeting > Other > SEA;0;0;1
Retargeting > Retargeting > Price_comparison > Price_comparison;0;0;1
Retargeting > Retargeting > Retargeting;1;73.66801769;30
Retargeting > Retargeting > Retargeting > Affiliate;0;0;1
Retargeting > Retargeting > Retargeting > Display > Display > Display > Display;0;0;1
Retargeting > Retargeting > Retargeting > Display > Display > Display > Display > Display;0;0;1
Retargeting > Retargeting > Retargeting > Other;0;0;2
Retargeting > Retargeting > Retargeting > Other > Display > Display > Display > Newsletter;0;0;1
Retargeting > Retargeting > Retargeting > Retargeting;0;0;1
Retargeting > Retargeting > Retargeting > Retargeting > Other;0;0;1
Retargeting > Retargeting > Retargeting > Retargeting > Other > Other > SEA;0;0;1
Retargeting > Retargeting > Retargeting > SEO;0;0;1
Retargeting > Retargeting > SEO;0;0;2
Retargeting > SEA;0;0;1
Retargeting > SEO;0;0;6
Retargeting > SEO > SEO;0;0;1
SEA;649;46114.00195;29621
SEA > Affiliate;13;935.1379301;227
SEA > Affiliate > Affiliate;0;0;51
SEA > Affiliate > Affiliate > Affiliate;0;0;7
SEA > Affiliate > Affiliate > Affiliate > Affiliate;1;53.05861788;0
SEA > Affiliate > Affiliate > Display;0;0;2
SEA > Affiliate > Affiliate > Price_comparison;0;0;1
SEA > Affiliate > Display;0;0;2
SEA > Affiliate > Display > Display;0;0;2
SEA > Affiliate > Display > Display > Display;0;0;2
SEA > Affiliate > Display > Display > Display > Display;0;0;1
SEA > Affiliate > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Affiliate > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Affiliate > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > Affiliate > Newsletter;1;61.93072905;1
SEA > Affiliate > Other;0;0;1
SEA > Affiliate > Other > Display > Display > Display > Display > Display;0;0;1
SEA > Affiliate > Other > Other > Other > Other > Other;0;0;1
SEA > Affiliate > Price_comparison;0;0;1
SEA > Affiliate > Retargeting;0;0;1
SEA > Affiliate > SEA;0;0;2
SEA > Affiliate > SEA > SEO > SEO;0;0;1
SEA > Affiliate > SEO;0;0;2
SEA > Display;0;0;322
SEA > Display > Affiliate;0;0;1
SEA > Display > Display;0;0;236
SEA > Display > Display > Affiliate;0;0;1
SEA > Display > Display > Display;0;0;172
SEA > Display > Display > Display > Affiliate;0;0;1
SEA > Display > Display > Display > Affiliate > Affiliate;0;0;1
SEA > Display > Display > Display > Display;0;0;150
SEA > Display > Display > Display > Display > Display;0;0;113
SEA > Display > Display > Display > Display > Display > Display;0;0;89
SEA > Display > Display > Display > Display > Display > Display > Display;0;0;56
SEA > Display > Display > Display > Display > Display > Display > Display > Affiliate > Affiliate;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display;0;0;50
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;25
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;32
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;23
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Affiliate;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;18
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;7
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;12
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;12
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;4
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;2
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;3
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;2
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > SEO > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;4
SEA > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter > Newsletter;0;0;4
SEA > Display > Display > Display > Display > Display > Display > Display > Display > SEO > SEO;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;6
SEA > Display > Display > Display > Display > Display > Display > Display > Newsletter > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Newsletter > Newsletter > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Display > Newsletter > Newsletter > SEA;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Newsletter;0;0;15
SEA > Display > Display > Display > Display > Display > Display > Newsletter > Newsletter;1;73.85931528;1
SEA > Display > Display > Display > Display > Display > Display > Newsletter > SEA;0;0;1
SEA > Display > Display > Display > Display > Display > Display > Price_comparison;0;0;1
SEA > Display > Display > Display > Display > Display > Newsletter;0;0;15
SEA > Display > Display > Display > Display > Display > Newsletter > Display > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Display > Newsletter;0;0;5
SEA > Display > Display > Display > Display > Newsletter > Newsletter;0;0;3
SEA > Display > Display > Display > Display > Newsletter > Newsletter > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Newsletter > Newsletter > Newsletter > Newsletter > Newsletter;0;0;1
SEA > Display > Display > Display > Display > Newsletter > SEA;0;0;1
SEA > Display > Display > Display > Display > Price_comparison;1;50.99489455;1
SEA > Display > Display > Display > Display > Price_comparison > Price_comparison;0;0;1
SEA > Display > Display > Display > Newsletter;0;0;16
SEA > Display > Display > Display > Newsletter > Display > Display > Display > Display;0;0;1
SEA > Display > Display > Display > Newsletter > Newsletter;1;73.64512595;5
SEA > Display > Display > Display > Newsletter > Newsletter > Newsletter;0;0;2
SEA > Display > Display > Display > Newsletter > Newsletter > Newsletter > Newsletter;0;0;1
SEA > Display > Display > Display > SEO;0;0;2
SEA > Display > Display > Newsletter;0;0;19
SEA > Display > Display > Newsletter > Display > Display;0;0;1
SEA > Display > Display > Newsletter > Newsletter;0;0;3
SEA > Display > Display > Newsletter > Newsletter > Display;0;0;1
SEA > Display > Display > Newsletter > Newsletter > Newsletter > Newsletter > Newsletter;0;0;1
SEA > Display > Display > Newsletter > Price_comparison;0;0;1
SEA > Display > Newsletter;1;93.10812294;27
SEA > Display > Newsletter > Display > Display > Display > Newsletter > Newsletter;0;0;1
SEA > Display > Newsletter > Newsletter;0;0;6
SEA > Display > Newsletter > Newsletter > Newsletter;1;82.77287132;1
SEA > Display > Newsletter > Price_comparison;0;0;1
SEA > Display > Newsletter > SEA;0;0;1
SEA > Display > Price_comparison;0;0;3
SEA > Display > Price_comparison > Price_comparison;0;0;2
SEA > Display > SEO > SEO;0;0;1
SEA > Newsletter;1;63.4912623;29
SEA > Newsletter > Display;0;0;1
SEA > Newsletter > Newsletter;0;0;9
SEA > Newsletter > Newsletter > Newsletter;0;0;4
SEA > Newsletter > Price_comparison > Price_comparison;0;0;1
SEA > Newsletter > SEA;0;0;1
SEA > Other;1;80.23304754;186
SEA > Other > Display;0;0;1
SEA > Other > Display > Display;0;0;1
SEA > Other > Display > Display > Display;0;0;1
SEA > Other > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Other > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Other > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Other > Other;1;69.64182096;49
SEA > Other > Other > Display;0;0;1
SEA > Other > Other > Display > Display;0;0;1
SEA > Other > Other > Display > Display > Display;0;0;3
SEA > Other > Other > Display > Display > Display > Display > Display;0;0;1
SEA > Other > Other > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Other > Other > Other;0;0;8
SEA > Other > Other > Other > Other > Affiliate;0;0;1
SEA > Other > Other > Other > Price_comparison;0;0;1
SEA > Other > Other > Other > SEA;0;0;1
SEA > Other > Other > SEA > SEA;0;0;1
SEA > Other > Other > SEA > SEA > SEA > SEA;0;0;1
SEA > Other > Other > SEA > SEO > SEO > SEO > Other;0;0;1
SEA > Other > Other > SEO > Affiliate > Display;0;0;1
SEA > Other > SEA;1;92.03848277;3
SEA > Other > SEA > Display > Display > Display;0;0;1
SEA > Other > SEA > SEA;0;0;1
SEA > Other > SEA > SEA > Display > Display > Display;0;0;1
SEA > Other > SEA > SEA > SEA;0;0;1
SEA > Other > SEA > SEO;0;0;1
SEA > Other > SEO;0;0;1
SEA > Other > SEO > SEA > SEA;0;0;1
SEA > Other > SEO > SEO > SEO;0;0;2
SEA > Price_comparison;2;113.1948365;118
SEA > Price_comparison > Affiliate;0;0;1
SEA > Price_comparison > Display;0;0;4
SEA > Price_comparison > Display > Display;0;0;4
SEA > Price_comparison > Display > Display > Display;0;0;1
SEA > Price_comparison > Display > Display > Display > Display > Display;0;0;1
SEA > Price_comparison > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEA > Price_comparison > Other;0;0;1
SEA > Price_comparison > Price_comparison;0;0;27
SEA > Price_comparison > Price_comparison > Price_comparison;0;0;5
SEA > Price_comparison > Price_comparison > Price_comparison > Price_comparison;0;0;2
SEA > Price_comparison > Price_comparison > SEA;0;0;1
SEA > Price_comparison > Retargeting > Display > Newsletter;0;0;1
SEA > Price_comparison > SEA;0;0;6
SEA > Price_comparison > SEA > Affiliate;0;0;1
SEA > Retargeting;0;0;57
SEA > Retargeting > Display > Display;0;0;1
SEA > Retargeting > Display > Display > Display;0;0;1
SEA > Retargeting > Display > Display > Display > Display;0;0;1
SEA > Retargeting > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Retargeting > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Retargeting > Newsletter;0;0;1
SEA > Retargeting > Other;0;0;3
SEA > Retargeting > Other > Other;0;0;2
SEA > Retargeting > Other > SEA > SEA;0;0;1
SEA > Retargeting > Price_comparison > Price_comparison;0;0;1
SEA > Retargeting > Retargeting;0;0;15
SEA > Retargeting > Retargeting > Display;0;0;1
SEA > Retargeting > Retargeting > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > Retargeting > Retargeting > Newsletter > Newsletter;0;0;1
SEA > Retargeting > Retargeting > Price_comparison > Price_comparison;0;0;1
SEA > Retargeting > Retargeting > Retargeting;0;0;6
SEA > Retargeting > Retargeting > Retargeting > Retargeting;0;0;1
SEA > Retargeting > Retargeting > Retargeting > Retargeting > Retargeting > Retargeting > Retargeting > Retargeting > Retargeting > Retargeting > Retargeting;1;76.65711998;0
SEA > Retargeting > SEO > SEO > SEO > SEO > SEO > SEO;0;0;1
SEA > SEA;125;9022.318759;5927
SEA > SEA > Affiliate;2;129.3868815;39
SEA > SEA > Affiliate > Affiliate;0;0;4
SEA > SEA > Affiliate > Affiliate > Affiliate;0;0;1
SEA > SEA > Affiliate > Affiliate > Affiliate > Affiliate > Affiliate;0;0;1
SEA > SEA > Affiliate > Affiliate > Display > Newsletter;0;0;1
SEA > SEA > Affiliate > Display;0;0;1
SEA > SEA > Affiliate > Display > Display;0;0;1
SEA > SEA > Affiliate > SEO > SEO;0;0;1
SEA > SEA > Display;0;0;79
SEA > SEA > Display > Affiliate;0;0;1
SEA > SEA > Display > Display;0;0;48
SEA > SEA > Display > Display > Display;0;0;41
SEA > SEA > Display > Display > Display > Affiliate > Affiliate > Affiliate;0;0;1
SEA > SEA > Display > Display > Display > Display;0;0;37
SEA > SEA > Display > Display > Display > Display > Display;0;0;24
SEA > SEA > Display > Display > Display > Display > Display > Display;0;0;11
SEA > SEA > Display > Display > Display > Display > Display > Display > Display;0;0;14
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display;0;0;8
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;10
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;7
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;5
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;3
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;3
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter > Price_comparison;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;2
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Newsletter > Newsletter;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Newsletter > SEA;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Display > Newsletter;0;0;3
SEA > SEA > Display > Display > Display > Display > Display > Display > Newsletter > Newsletter;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > SEA > Display > Display > Display > Display > Display > Newsletter > Newsletter;0;0;1
SEA > SEA > Display > Display > Display > Display > Newsletter;0;0;2
SEA > SEA > Display > Display > Display > Display > Newsletter > Newsletter;0;0;1
SEA > SEA > Display > Display > Display > Newsletter;0;0;4
SEA > SEA > Display > Display > Newsletter;0;0;3
SEA > SEA > Display > Display > SEO;0;0;1
SEA > SEA > Display > Newsletter;0;0;6
SEA > SEA > Newsletter;1;78.38537452;3
SEA > SEA > Newsletter > Newsletter;0;0;1
SEA > SEA > Newsletter > Newsletter > Newsletter;0;0;1
SEA > SEA > Newsletter > Newsletter > Newsletter > Newsletter;0;0;1
SEA > SEA > Newsletter > SEO;0;0;1
SEA > SEA > Other;1;76.59356049;38
SEA > SEA > Other > Display > Display;0;0;1
SEA > SEA > Other > Other;0;0;10
SEA > SEA > Other > Other > Other;0;0;2
SEA > SEA > Other > Other > Other > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > Other > Other > SEA;0;0;1
SEA > SEA > Other > SEA;0;0;5
SEA > SEA > Other > SEA > SEA;0;0;2
SEA > SEA > Other > SEA > SEA > SEA;0;0;1
SEA > SEA > Price_comparison;0;0;26
SEA > SEA > Price_comparison > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > Price_comparison > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > Price_comparison > Price_comparison;1;62.7930261;5
SEA > SEA > Price_comparison > Price_comparison > Display > Display > Display > Display;0;0;1
SEA > SEA > Price_comparison > Price_comparison > Price_comparison;0;0;1
SEA > SEA > Price_comparison > Price_comparison > SEA;0;0;1
SEA > SEA > Price_comparison > SEA;0;0;1
SEA > SEA > Price_comparison > SEO;0;0;1
SEA > SEA > Retargeting;0;0;9
SEA > SEA > Retargeting > Newsletter;0;0;1
SEA > SEA > Retargeting > Other;1;59.51285852;0
SEA > SEA > Retargeting > Price_comparison;0;0;1
SEA > SEA > Retargeting > Retargeting;0;0;4
SEA > SEA > Retargeting > Retargeting > Retargeting;0;0;2
SEA > SEA > Retargeting > Retargeting > Retargeting > Retargeting;0;0;1
SEA > SEA > SEA;30;2096.030273;1151
SEA > SEA > SEA > Affiliate;1;56.37347148;4
SEA > SEA > SEA > Affiliate > Affiliate;0;0;1
SEA > SEA > SEA > Affiliate > Affiliate > Affiliate;0;0;1
SEA > SEA > SEA > Affiliate > Affiliate > Display > Display > Display;0;0;1
SEA > SEA > SEA > Affiliate > Newsletter;0;0;1
SEA > SEA > SEA > Display;0;0;12
SEA > SEA > SEA > Display > Display;0;0;10
SEA > SEA > SEA > Display > Display > Display;0;0;8
SEA > SEA > SEA > Display > Display > Display > Display;0;0;2
SEA > SEA > SEA > Display > Display > Display > Display > Display;0;0;3
SEA > SEA > SEA > Display > Display > Display > Display > Display > Display;0;0;9
SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;4
SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEA > SEA > SEA > Display > Display > Display > Display > Newsletter;0;0;1
SEA > SEA > SEA > Display > Display > Display > Newsletter;0;0;3
SEA > SEA > SEA > Display > Newsletter;0;0;2
SEA > SEA > SEA > Display > Newsletter > SEA > SEA > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > Newsletter;0;0;1
SEA > SEA > SEA > Other;0;0;7
SEA > SEA > SEA > Other > Other > SEA;0;0;1
SEA > SEA > SEA > Price_comparison;0;0;4
SEA > SEA > SEA > Price_comparison > Price_comparison;0;0;2
SEA > SEA > SEA > Price_comparison > Price_comparison > Price_comparison > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > Retargeting;0;0;1
SEA > SEA > SEA > SEA;6;404.0523603;228
SEA > SEA > SEA > SEA > Affiliate;0;0;2
SEA > SEA > SEA > SEA > Affiliate > Affiliate;0;0;1
SEA > SEA > SEA > SEA > Affiliate > Affiliate > Display;0;0;1
SEA > SEA > SEA > SEA > Display;0;0;3
SEA > SEA > SEA > SEA > Display > Display;0;0;3
SEA > SEA > SEA > SEA > Display > Display > Display;0;0;1
SEA > SEA > SEA > SEA > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter > Display > Display;0;0;1
SEA > SEA > SEA > SEA > Display > Display > Newsletter > Newsletter;0;0;1
SEA > SEA > SEA > SEA > Other;0;0;2
SEA > SEA > SEA > SEA > Price_comparison;0;0;1
SEA > SEA > SEA > SEA > Price_comparison > Price_comparison;0;0;1
SEA > SEA > SEA > SEA > Retargeting > Retargeting > Retargeting;0;0;2
SEA > SEA > SEA > SEA > SEA;2;168.4062318;39
SEA > SEA > SEA > SEA > SEA > Display > Display;0;0;1
SEA > SEA > SEA > SEA > SEA > Display > Display > Display;0;0;1
SEA > SEA > SEA > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEA > SEA > SEA > Price_comparison;0;0;1
SEA > SEA > SEA > SEA > SEA > Retargeting;0;0;1
